"year","month","fleet","sex","partition","input_n","f8","f10","f12","f14","f16","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","m8","m10","m12","m14","m16","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56"
2008,8.8,8,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6923,0,7.6923,7.6923,11.5385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6923,3.8462,0,3.8462,0,3.8462,0,11.5385,7.6923,15.3846,11.5385,0,0,0,0,0
2009,8.8,8,3,0,42,0,0,0,0,0,0,0,0,0.8264,0.8264,3.3058,7.438,5.7851,7.438,1.6529,4.1322,2.4793,4.9587,6.6116,5.7851,5.7851,3.3058,0,0,0,0,0,0,0,0,0,0,0,0,1.6529,2.4793,5.7851,4.9587,0,0,3.3058,4.9587,6.6116,4.1322,2.4793,0,0,3.3058,0,0
2010,8.8,8,3,0,45,0,0,0,0,0,0,0.5814,1.7442,0.5814,0,0,0,0,0,1.1628,5.814,6.9767,12.2093,11.0465,7.5581,1.7442,2.3256,0.5814,0,0,0,0,0,0,0,0.5814,0,2.3256,0.5814,0,0,0,0.5814,1.7442,1.1628,3.4884,14.5349,12.2093,7.5581,2.3256,0,0.5814,0,0,0
2011,8.8,8,3,0,53,0,0,0,0,0,0,0,0.198,0,0,0,0.198,1.3861,4.1584,2.7723,1.9802,2.5743,6.9307,4.1584,5.5446,7.3267,1.3861,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0.396,0.7921,2.7723,3.7624,4.1584,2.3762,11.0891,19.2079,13.6634,1.7822,0.7921,0.198,0,0,0
2012,8.8,8,3,0,45,0,0,0,0,0.9524,0,0,0,0.9524,3.4921,7.619,2.5397,0.9524,0.6349,1.2698,1.9048,4.127,1.9048,4.7619,9.5238,6.9841,6.0317,0.3175,0,0,0,0,0,0,0,0,0,0.3175,6.3492,4.4444,11.4286,5.0794,1.5873,0.6349,2.2222,4.127,2.2222,2.5397,2.8571,1.2698,0.9524,0,0,0,0
2013,8.8,8,3,0,44,0.0233,0,0,0,0,0.0465,0.1395,2.0465,5.814,5.5814,7.6744,6.186,7.3488,2.1395,0.8837,1.3953,0.1395,1.3488,4.5581,2.3721,1.8605,2.0465,0.2791,0,0,0.0233,0,0,0.0465,0.1395,0.3256,0.3256,1.6279,4.9302,3.1163,3.9535,6.8837,4.1395,3.3953,1.8605,5.3488,3.3488,3.7674,4.6047,0.2791,0,0,0,0,0
2014,8.8,8,3,0,53,0,0,0,0,0,0,0,0,0,0,0.6667,8.3333,7.5,6,2.3333,1.6667,1.5,1.3333,2.1667,2.1667,1.5,0.3333,0.1667,0,0,0,0,0,0,0,0,0,0.1667,0,1,2.6667,14.8333,18.8333,9,3,4.1667,3.6667,2.3333,2.1667,1.8333,0.3333,0.3333,0,0,0
2015,8.8,8,3,0,32,0,0,0,0,0,0,0,0,0.3636,0,0,0,0.7273,0,3.2727,3.2727,6.5455,5.4545,13.4545,13.4545,11.6364,11.6364,2.5455,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3636,1.8182,6.1818,6.5455,7.2727,4,0.7273,0,0,0,0,0
2016,8.8,8,3,0,103,0,0,0,0,0,0.0744,0.1488,1.1654,1.3637,1.934,2.0332,2.182,3.273,4.0169,5.6534,9.1495,6.8435,4.6615,2.2316,2.2068,0.6943,0.8926,1.1902,0.6447,0.0992,0,0,0,0,0,0,0.0744,0.8678,2.6283,1.7109,1.6613,2.0828,6.5212,5.5294,6.3724,6.5708,8.0833,2.9259,2.8515,1.4133,0.124,0.124,0,0,0
2017,8.8,8,3,0,52,0,0,0,0,0,0.2092,0,0.2092,0.4184,3.0858,6.8515,6.3808,3.1904,5.3347,6.6946,7.0084,5.4916,1.9874,2.3536,2.1444,1.2029,0.9937,0,0,0,0,0,0,0,0,0,0,0,0.4184,2.772,6.9561,3.1904,0.523,6.4854,9.5188,10.5126,2.5105,3.2427,0.3138,0,0,0,0,0,0
2018,8.8,8,3,0,63,0,0,0,0,0,0,0,0,0,0.2427,1.5777,1.4563,1.2136,2.6699,0.7282,4.2476,9.7087,12.2573,8.0097,8.4951,5.2184,0.6068,0.1214,0,0,0,0,0,0,0,0,0.2427,0.2427,0.1214,1.2136,1.699,1.8204,2.3058,0.7282,2.5485,11.165,10.1942,7.8883,2.5485,0.3641,0.1214,0.2427,0,0,0
